scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
scene_020	chapter_07	4	Drive through night to gain time	Fatigue and anxiety degrade judgment	He skips rest stop and misses brake warning signs	Physical risk rises from emotional panic	YES
scene_021	chapter_08	1	Assess whether car can cross the pass	Mechanic estimate exceeds remaining cash	Eli chooses partial brake patch over full repair	He buys risk at discount	NO
scene_022	chapter_08	2	Raise enough money for fuel and emergency margin	Only salable item of value is his wedding band	Pawn sale closes below sentimental and monetary worth	Symbolic tie to marriage is materially converted and lost	YES
scene_023	chapter_09	1	Cross mountain stretch before weather worsens	Whiteout conditions and chain controls tighten rapidly	Visibility collapses and traffic stops too late	Eli is hit and spun into barrier	YES
scene_024	chapter_09	2	Secure medical stabilization and belongings	Pain, triage queues, and paperwork fragment attention	He learns the sedan is totaled and debt will follow	Mobility and money are both reduced	YES
scene_025	chapter_09	3	Contact family from clinic	Battery dead and no trusted script block him	He sends only a brief "alive" text from hospital desk	Relief arrives without explanation, increasing suspicion	NO
scene_026	chapter_10	1	Inventory what remains after crash	Missing items and pain limit options	He identifies motel labor as only immediate path	Future narrows to survival logistics	NO
scene_027	chapter_10	2	Negotiate room-for-work arrangement with Marisol	Marisol distrusts drifters who overpromise	Eli accepts low pay, night hours, and clear house rules	He trades autonomy for shelter	YES
scene_028	chapter_11	1	Finish shift and keep relationship professional	Post-shift exhaustion and mutual candor lower defenses	Shared meal becomes personal conversation about failed marriages	Emotional boundary thins	NO
scene_029	chapter_11	2	Decide whether to step back	Physical closeness and direct consent make avoidance explicit	They have sex and remain awake talking afterward	Tenderness creates deeper moral and marital exposure	YES
scene_030	chapter_11	3	Reset boundaries the next morning	Guilt competes with relief and belonging	Neither promises future, but both acknowledge attachment	Ambiguity increases eventual loss cost	NO
scene_031	chapter_12	1	Start another shift and avoid spiraling	Voicemail notification from Nora waits unopened	Eli listens and hears filing date, frozen account, meal-plan cut	Data points force strategic pivot	YES
scene_032	chapter_12	2	Choose immediate response behavior	Alcohol mini-bottle in his bag offers numbing escape	He dumps it and drafts dated repayment steps	He commits to discomfort over drift	NO
scene_033	chapter_13	1	Recover transport options from crash aftermath	Lender paperwork absorbs insurance payout due title debt	Eli cannot reclaim a drivable car	Institutional processes strip remaining leverage	YES
scene_034	chapter_13	2	Prioritize spending at Utah bus depot	Hunger, fatigue, and pride compete with repayment obligation	He wires a small amount to Nora before buying food	Material sacrifice restores minimal credibility	NO
scene_035	chapter_13	3	Book route toward higher-paying work	Most affordable tickets delay arrival by days	He chooses Reno job lead over immediate but futile home return	Delay becomes strategic rather than avoidant	NO
scene_036	chapter_13	4	Inform Theo of plan	Fear of judgment tempts silence	Theo responds with terse logistical help	Support reopens under boundaries	YES
scene_037	chapter_14	1	Secure rapid employment in Reno	Supervisor leverages Eli's unstable documentation history	Eli accepts graveyard laundry plus night-audit crossover	Income rises while exploitation increases	YES
scene_038	chapter_14	2	Sustain double shifts through rib pain	Heat, noise, and repetitive labor wear him down	He leaves June a voicemail he cannot bear to replay	Economic progress outpaces relational repair	NO
scene_039	chapter_15	1	Complete shift and keep focus on earnings	Coworker Mateo overdoses in restroom	Eli coordinates emergency response until paramedics arrive	Trauma memory and guilt surge	YES
scene_040	chapter_15	2	Return to work floor without breaking down	Management pushes rapid reset and documentation	Eli refuses to treat event as routine and takes a break	He risks job security to retain moral ground	NO
scene_041	chapter_15	3	Call Theo for concrete assistance	Pride and old hierarchy habits obstruct honest ask	Eli asks Theo to manage transfers and accountability calendar	Reconciliation shifts from emotion to structure	YES
scene_042	chapter_16	1	Travel east with earnings and records	Long transit hours invite self-justifying narratives	Eli drafts and deletes multiple apology scripts	He arrives with less rhetoric and more facts	NO
scene_043	chapter_16	2	Close relationship with Marisol honestly	Both want dignity, neither wants false future promises	Eli ends affair and sends final transfer bundle through Theo	He loses comfort and gains ethical clarity	YES
scene_044	chapter_17	1	Request reentry into family home	Nora sets nonnegotiable basement and finance transparency terms	Eli signs without bargaining for status	Household stability is prioritized over his pride	YES
scene_045	chapter_17	2	Share dinner with Nora and June	Silences, jokes, and anger collide unpredictably	June refuses private catharsis and keeps conversation practical	No easy reconciliation scene is allowed	NO
scene_046	chapter_17	3	Disclose affair details	Nora asks direct question he cannot evade	Eli answers plainly and accepts immediate emotional fallout	Trust fracture widens before any repair	YES
scene_047	chapter_17	4	Secure local work and routine	Warehouse manager offers low wage and fixed shift constraints	Eli accepts stable modest work	He chooses durable accountability over dramatic gesture	NO
scene_048	chapter_18	1	Drive June back to campus for winter term	Road silence and ordinary logistics delay the central question	June asks whether his leaving was because she left	Emotional stakes center on causation, not spectacle	YES
scene_049	chapter_18	2	Answer without self-excusing	Temptation to soften truth with context and blame-sharing	Eli says it was his cowardice, not her fault, and accepts boundary terms	Weekly calls resume; Eli returns to a smaller responsible life	YES
