scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
scene_11_01	chapter_11	1	Search the abandoned Wolfe orchard for proof that can survive without the ledger.	The place is saturated with memory and still marked by Vernon's ownership habits.	Della finds signs Gabriel's effects were not all removed when he vanished.	Memory gains a material foothold.	NO
scene_11_02	chapter_11	2	Find something that can identify Gabriel beyond Della's word.	Collapsed sheds and rot make the search slow and physically taxing.	Della uncovers Gabriel's broken pocketwatch.	She gains an object that anchors testimony in more than recollection.	YES
scene_11_03	chapter_11	3	Learn whether the orchard records expose a larger inheritance lie.	Old parcel papers are incomplete and half-ruined.	A map shows Noreen's share was deliberately squeezed out after Gabriel disappeared.	The personal secret links to a broader pattern of property theft.	NO
scene_12_01	chapter_12	1	Keep work moving through rain and tightened dam deadlines.	The hillside is unsafe and Della's body is failing under repetitive labor.	State orders accelerate the schedule instead of slowing it.	Pressure rises without catharsis.	NO
scene_12_02	chapter_12	2	See how much more time remains before the fever plot forces itself open.	A landslip rips through the softened ground while Rafe arrives from dam work covered in the project's mud.	More of the fever-plot coffin is exposed.	Delay stops being a viable strategy.	YES
scene_13_01	chapter_13	1	Force the fever-plot grave to be opened under direct witness.	Vernon wants official delay and Rafe wants quick closure under Eli's name.	Della insists the grave be taken up immediately.	She seizes narrative control at real bodily cost.	NO
scene_13_02	chapter_13	2	Identify the remains before others can talk over the body.	The crowd wants certainty but also wants scandal.	Body details and burial placement align with Gabriel Wolfe.	Gabriel's hidden return becomes public fact.	YES
scene_13_03	chapter_13	3	Lock the identification into shared witness.	Rafe rejects the truth and Vernon tries to narrow what counts as proof.	Silas corroborates Della's identification out loud.	The false Eli solution collapses in front of the valley.	NO
scene_14_01	chapter_14	1	Tell Rafe the full story before rumor rearranges it.	Rafe wants a version that can still solve debt and manhood, not only explain shame.	Della names Gabriel as his father and Eli as the man who fled after the death.	Rafe receives identity as injury rather than inheritance.	YES
scene_14_02	chapter_14	2	Keep the confrontation from turning into permanent estrangement.	Rafe cannot forgive a truth that leaves him poorer than the lie.	He burns the false affidavit and walks out anyway.	The legal lie is ended, but the family break widens.	NO
scene_15_01	chapter_15	1	Enter the county hearing prepared to tell only what justice requires.	The court wants full harvest from Della's knowledge and Vernon wants the record minimized.	Della states she will speak to the grave at issue and related property facts only.	She defines her own limits before others can define them for her.	NO
scene_15_02	chapter_15	2	Formally identify Gabriel and reopen the Wolfe tract question.	Vernon attacks Della's credibility while Noreen needs more than sympathetic murmurs.	Della, Lucille, and the orchard evidence establish Gabriel in the record.	Noreen gains standing and Vernon's security cracks.	YES
scene_15_03	chapter_15	3	Prevent the hearing from turning into a general stripping of the valley's private history.	The court and spectators want the rest of the ledger's secrets.	Della refuses to expose unrelated births and marriages for administrative convenience.	Truth is chosen as disciplined witness, not total surrender.	NO
scene_16_01	chapter_16	1	Get the crews organized for the final relocation push before gate closure.	Rain, mud, and machinery have made every movement slower and more dangerous.	Rafe shows up to work even after the confession and hearing.	Family labor resumes without reconciliation.	NO
scene_16_02	chapter_16	2	Move the last row of coffins off the old slope.	Silas is visibly failing and the state will not grant more time.	Silas refuses to stop until the final row is loaded.	The work is completed at the expense of his remaining strength.	YES
scene_16_03	chapter_16	3	Keep the operation from disintegrating once exhaustion hits everyone at once.	Lucille, Ruthie, and Della are all performing tasks beyond their official roles.	The last truck clears the cemetery before the closure.	The dead are saved from the flood but nobody feels victorious.	NO
scene_16_04	chapter_16	4	Survive the night after the move.	Silas's body cannot recover from the day's strain.	Silas dies before morning.	The novel pays for completion in a present-tense human life.	YES
scene_17_01	chapter_17	1	Settle the question of what names belong on new stones.	Noreen wants blunt truth, Rafe rejects public reclassification, and the new cemetery feels wrong to everyone.	Della proposes wording that names Gabriel truthfully without forcing Rafe into a legal identity he does not claim.	The dead receive markers that tell the truth more carefully than the law ever did.	YES
scene_17_02	chapter_17	2	Establish what remains of the Bledsoe family after burial and hearing.	June wants records that can be lived with, not merely inherited.	Rafe chooses to remain Della's son without denying blood.	The family reaches a damaged but usable shape.	NO
scene_18_01	chapter_18	1	Witness the reservoir filling over the old valley.	Nothing Della has done can stop the physical erasure of place.	The old road disappears under water despite all the naming work.	Truth is separated from rescue.	YES
scene_18_02	chapter_18	2	Decide who should carry the surviving copied record forward.	Della fears making June as solitary as she has been.	She gives June the copied pages for the living and keeps Gabriel's page herself.	The burden of names becomes intergenerational rather than private.	NO
