scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
chapter_08_scene_01	chapter_08	1	Move the growing client queue without panic or riot	The symptom mix is absurd, painful, and larger than Blue Hour can handle alone	Lin starts doing intake and proves unnervingly good at calming people	The clinic becomes dependent on Lin's social gift	NO
chapter_08_scene_02	chapter_08	2	Keep a health inspector out of the back room	Public crowding and one unstable client make concealment brittle	A client in a wedding body collapses into somebody else's honeymoon grief in full view	The room tips from funny chaos into public exposure	YES
chapter_08_scene_03	chapter_08	3	Contain the episode before officials see too much	The inspector is already suspicious and the clients are humiliated	Lin reframes the breakdown as a grief-group scene and buys Jo time	The staff save the day but with a performance too visible to stay harmless	NO
chapter_08_scene_04	chapter_08	4	Decide whether to shrink operations after the scare	Demand keeps rising and clients have nowhere else to go	Mira chooses to expand hours and keep taking cases	Popularity becomes the engine of future danger	NO
chapter_09_scene_01	chapter_09	1	Use the stolen wafer to locate the source of overlap	The data are incomplete and Tavi's old system knowledge is patchy under stress	Tavi identifies Warehouse Nine as the disposal route for rich-residue bargain stock	Mira now has a place, not just a theory	NO
chapter_09_scene_02	chapter_09	2	Get inside Warehouse Nine and see what CommonFrame is hiding	Security drones, stench, and disposal crews make the warehouse hostile	Mira and Lin discover pulped shells sorted by residual richness instead of defect type	The company logic behind overlap becomes undeniable	YES
chapter_09_scene_03	chapter_09	3	Leave with proof rather than only horror	An alarm begins and Lin is nearly transfixed by the bodies stacked like kin	Mira steals a partial seed manifest but cannot access the full archive	They gain proof that is damning yet incomplete and flee under risk	NO
chapter_10_scene_01	chapter_10	1	Spend one ordinary day with Gabe without talking strategy	Debt calls, pain flares, and Mira's secrecy keep intruding	Gabe admits he rents heavy-lift frames because his own spine cannot keep him employable	Mira sees the system's survival function as clearly as its abuse	NO
chapter_10_scene_02	chapter_10	2	Fit the new knowledge into a moral plan	Mira wants CommonFrame to be simply destroyable without collateral harm	She realizes the poor will absorb the first damage if the body economy collapses overnight	Her certainty about exposure as pure good breaks apart	YES
chapter_11_scene_01	chapter_11	1	Bring Tavi into the full truth of Warehouse Nine	Tavi already understands enough to fear a reckless leak	He argues for a surgical strategy that protects living overlaps and low-income users	Mira loses the comfort of having an ally who wants exactly what she wants	NO
chapter_11_scene_02	chapter_11	2	Get Lin to accept a quieter endgame	Lin refuses to remain hidden evidence and demands names, not just scandal control	Lin declares that survival without recognition is another kind of return	The conflict shifts from proof to whose future counts	NO
chapter_11_scene_03	chapter_11	3	Handle Celia's private approach without being bought	Celia offers salary, housing, and legal insulation in exchange for silence	Mira refuses and understands Celia is making the offer because she already knows the truth	The alliance around Mira fractures while CommonFrame tests her price	YES
chapter_12_scene_01	chapter_12	1	Keep a poor renter from being loaded with false blame	CommonFrame counsel frames overlap as illegal repair contamination and altered logs support them	Mira watches the renter shrink under the language of liability	If she stays quiet, the system wins in the exact way she now recognizes	NO
chapter_12_scene_02	chapter_12	2	Choose between self-preservation and testimony	Speaking openly will cost Mira her wage, license, and any remaining cover	Mira names overlap production under oath and is fired, fined, and escorted out	She becomes economically exposed and publicly marked	YES
chapter_13_scene_01	chapter_13	1	Keep Blue Hour operating after Mira's firing	Money is short and clients fear a post-hearing crackdown	Jo rearranges laundry hours to conceal a busier clinic	The clinic survives but is more obviously a collective than a side job	NO
chapter_13_scene_02	chapter_13	2	Turn Lin's fragments into traceable identities	The fragments contradict one another and no formal database is safe	Gabe recognizes a dock nickname that links several memories to one debtor pool	The search becomes investigable rather than mystical	NO
chapter_13_scene_03	chapter_13	3	Verify whether any donor was reused without meaningful consent	One family is suspicious and grief makes every question look predatory	Mira learns at least one donor whose scan seeded overlap bodies is still alive and never knowingly signed for reuse	The moral scandal expands beyond the dead and missing	YES
chapter_13_scene_04	chapter_13	4	Decide what artifact can survive raids and disbelief	Digital files can be seized and everyone's memory is fragmenting under pressure	The group starts a handwritten registry of overlaps, donors, scars, and known aliases	The registry becomes their central weapon and responsibility	NO
chapter_14_scene_01	chapter_14	1	Get clients out when Yaret's raid team arrives	Officers, inspectors, and half-repaired bodies clog the narrow space	Jo buys seconds by shouting a gas leak and forcing confusion into the hallway	Escape becomes possible but only barely	NO
chapter_14_scene_02	chapter_14	2	Get Lin and the registry out alive	Gabe's damaged back, the officers' batons, and Lin's hesitation make flight messy	Gabe takes a baton across his spine while shoving Lin into the steam chase with the ledger	This is no longer a raid against equipment; it is bodily violence against the group	YES
chapter_14_scene_03	chapter_14	3	Protect clients from state capture even if the clinic is lost	Tavi's system is still full of identities and procedures officers can seize	He burns digital files as the wetbench catches and the room is gutted	Blue Hour is destroyed and the group loses tools, money, and shelter	NO
chapter_15_scene_01	chapter_15	1	Keep the group from collapsing into blame after the raid	Hospital pain, guilt, and exhaustion make every sentence dangerous	Tavi finally names the exact nature of his complicity instead of hiding behind jargon	Mira can hate him accurately now, which is different from walking away	NO
chapter_15_scene_02	chapter_15	2	Choose whether Lin disappears or goes public	Testifying could expose Lin to law as property, but hiding leaves the system intact	Lin decides to testify as a person and Mira commits to stand beside them	Their strategy turns outward and becomes irreversible	YES
chapter_16_scene_01	chapter_16	1	Prepare for tribunal with enough proof to survive procedure	Legal standards treat overlap as defect language, not person language	Celia delivers the seed maps that prove deliberate donor aggregation	The case gains the internal proof it previously lacked	NO
chapter_16_scene_02	chapter_16	2	Get Lin and the registry admitted into the hearing	Yaret moves to exclude black-market evidence and witness standing	Mira uses donor matches and the registry to force the tribunal to hear Lin	The hearing opens wider than CommonFrame intended	NO
chapter_16_scene_03	chapter_16	3	Make personhood undeniable in public	CommonFrame counsel insists composite memory is not selfhood	Lin answers with embodied, contradictory, human specificity that the room cannot reduce to static	Overlap bodies enter public reality for everyone listening	YES
chapter_16_scene_04	chapter_16	4	Secure a material consequence beyond moral shock	The law still protects property categories more readily than persons	The tribunal freezes CommonFrame production pending review but refuses immediate personhood recognition	The win is partial and creates a dangerous vacuum	NO
chapter_17_scene_01	chapter_17	1	Translate the tribunal win into safety for living overlaps	CommonFrame files bankruptcy and shuts maintenance access overnight	People in bargain bodies flood the streets and Blue Hour with failing frames	Victory mutates into a mass-care emergency	NO
chapter_17_scene_02	chapter_17	2	Build an emergency triage site fast enough to matter	There are too many bodies, too few parts, and no legal coverage	Jo seizes the old ferry terminal for a makeshift clinic and Celia arrives with archived maintenance maps	A new community infrastructure forms out of collapse	YES
chapter_17_scene_03	chapter_17	3	Choose between preserving the clean scandal narrative and doing immediate care	Every urgent case pulls labor away from media strategy and legal follow-up	Mira chooses care first and lets the story get messier	The book's ethics settle on maintenance over spectacle	NO
chapter_18_scene_01	chapter_18	1	Make the cooperative feel like a place people can actually keep using	Exhaustion, patched systems, and unresolved law threaten to keep everything provisional	The ferry terminal runs on schedules, food lines, and repair triage instead of panic	Routine becomes a hard-won form of hope	NO
chapter_18_scene_02	chapter_18	2	Imagine what counts as an ending when the system still exists	A new client arrives carrying an overlap scar from a different factory	Mira understands the work is ongoing but no longer lonely	The city now has a return address for the unreturnable	YES
