scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
s_ch05_01	chapter_05	1	Second naming: Fasa asks the Meras and Kondos to stand together	Suna refuses from one side; Venn is insulted from the other — neither wants the connection	Deshi steps forward and addresses Mava directly, overriding both Suna and Venn	The most traditional figure in the room becomes the most open; the naming's power is demonstrated through an unexpected volunteer	YES
s_ch05_02	chapter_05	2	Aftermath of Deshi's engagement; the room absorbs the implications	Venn's attempts to reassert control over the Kondo narrative	Mava weeps openly and the community witnesses grief that confirms the connection is not fabricated	The naming is no longer a formality — it has become a site where hidden grief surfaces; Venn's control is diminished	NO
s_ch06_01	chapter_06	1	Jin watches Melie play; his interior grief is explored	Jin's isolation, the weight of the lie about his wife, his uncertainty about his capacity as a sole parent	Melie's visible happiness among the children forces Jin to see her thriving in community — without his lie	Jin confronts the possibility that his constructed story may be hurting Melie more than protecting her	NO
s_ch06_02	chapter_06	2	Melie has an anaphylactic reaction to cashews; Bett Dao intervenes	Melie's body reacting impossibly to a food she has eaten before; Jin's panic and helplessness	Bett recognizes the allergy as the Dao family's specific tree-nut allergy and acts with immediate competence	Jin is physically dependent on Bett's knowledge; Melie's body has claimed a Dao connection that cannot be rationalized as psychological	YES
s_ch07_01	chapter_07	1	Bram confronts the custodians about the naming's legitimacy	Olet's institutional calm — he does not argue, he states	Bram's argument is strong (the naming mirrors the state's identity demands) but Olet does not engage with arguments — he asserts facts	The debate is structurally asymmetric: reasoning cannot defeat declaration	NO
s_ch07_02	chapter_07	2	Olet reveals that naming participation is the condition for access to common food stores	The families' belief in their right to provisions as guests or refugees	The families discover they have no material leverage — the custodians control all stored food and water	The naming is now explicitly coercive; compliance is purchased through hunger, not belief	YES
s_ch07_03	chapter_07	3	Families caucus to decide whether to comply or refuse collectively	Bram's principles versus practical need; the Kondos' twelve mouths	Pragmatism defeats principle — the large families cannot afford refusal	The families comply with resentment; Bram's moral authority is intact but practically useless; Leni watches her father lose	NO
s_ch08_01	chapter_08	1	Tomas Okoye develops Jin Parra's speech hesitation	Nessa's denial; the strangeness of a child acquiring someone else's speech pattern	The hesitation appears on exactly the same consonants as Jin's — too specific for imitation	The Okoye family is implicated in the manifestation pattern; six of seven families are now connected	NO
s_ch08_02	chapter_08	2	Kiri Tesh hums a lullaby only the Mera family knows	Suna's shock; the impossibility of a Tesh child knowing a Mera song from another region and generation	Suna's dead mother's lullaby is alive in another family's child — the manifestation crosses from gesture into cultural memory	The pattern now includes inherited memory (a song), not just physical tics or allergies	NO
s_ch08_03	chapter_08	3	Suna and Nessa have their first real private conversation about what is happening	Their competing explanations; their reluctance to fully trust each other	They disagree on cause but unite on the experience; Nessa reveals the son she lost (Efe), whom the family never speaks about	The novel's most grounded adult friendship begins through shared fear; Nessa's secret loss connects to Tomas's manifestation	YES
s_ch09_01	chapter_09	1	Collaborative cooking: Meras, Daos, and Teshes work together in the kitchen	Initial awkwardness; different culinary traditions; Deshi's standards	Deshi and Hala discover they make the same flatbread with the same hand technique — from different regions, never having met	Cultural sameness appears where difference was expected; the body knows connections the mind has not tracked	NO
s_ch09_02	chapter_09	2	The communal meal; Mava tells a story to the children	The fragility of the warmth — everyone knows the tension will return	For a few hours the shrine functions as genuine community: shared food, shared stories, old men sharing a pipe	An emotional baseline of warmth is built that makes subsequent crises land harder; Gitta's unsettling remembered recipe hints manifestations may extend to adults	NO
s_ch10_01	chapter_10	1	The naming interrogates Jin about Melie's mother — sustained questioning	Fasa's gentle but immovable questions; Jin's crumbling story; forty-two witnesses	Jin's dates contradict, his details fail, and he cannot tell the truth with Melie listening	Jin's constructed story is publicly damaged; the community suspects dishonesty without knowing the real truth	YES
s_ch10_02	chapter_10	2	Jin walks out of the naming circle; Bram offers silent companionship	Jin's shame and isolation; the physical distance between the naming hall and the outer wall	Bram's wordless kindness — a shared cigarette, sitting in silence — is the first human connection Jin accepts	Jin's total isolation breaks; one person has chosen to sit with him without demanding explanation	NO
s_ch11_01	chapter_11	1	Leni observes Arash Kondo and Bett Dao together in the prayer courtyard at night	The shrine's social boundaries; Leni's uncertainty about what she is witnessing	Their intimacy is real and building — this is not casual but two people who have found each other under pressure	Leni carries knowledge of a cross-family bond that challenges Venn's authority and Arash's wedding	NO
s_ch11_02	chapter_11	2	Leni sees Peyam praying alone in the rain and Jin keeping vigil over sleeping Melie	The gap between daytime performance and nighttime truth	Each figure is most themselves when unobserved — the night reveals what the naming cannot reach	The shrine at night is established as the inverse of the naming: truth without forced declaration	NO
s_ch11_03	chapter_11	3	Distant sounds intrude; Leni returns to her mat and writes in her journal	The political crisis as ambient threat; Leni's fear and her parents' hidden hand-holding	The outside world is getting more dangerous — the shrine may be protection rather than prison	Leni's observer role deepens; her journal carries the novel's most unguarded perspective	YES
s_ch12_01	chapter_12	1	Fasa tells the shrine's history to Suna and Bram	Suna's skepticism; Bram's political suspicion of institutional mysticism	Fasa accepts both objections without defensiveness and offers her key claim: she asks them to name, not to believe	The shrine's claims shift from institutional protocol to ancestral pattern; Fasa's sincerity is legible	NO
s_ch12_02	chapter_12	2	Olet adds his metaphysical claim: the road does not open until the naming is complete	Suna and Bram's rationalism; the strangeness of the claim	The flood has objectively lasted longer than seasonal flooding should; Olet's calm delivery makes dismissal difficult	The families must reckon with the possibility of the shrine's agency; Pik Leo manifests Gitta's prayer gesture, connecting the last family	YES
s_ch13_01	chapter_13	1	Ori Kondo screams in terror at pooling rainwater — a fear she has never had	The irrationality of the fear in a child who loves water; the family's confusion	Bett Dao recognizes the terror as her drowned son's experience — the fear of drowning made physical in another child	The manifestation now carries traumatic weight: a dead child's last experience in a living child's body	NO
s_ch13_02	chapter_13	2	Venn confronts Bett across the hall — shouting, accusing, a patriarch defending his family	Bett's quiet refusal to accept blame; Hala stepping between them	Bett names her dead son and how he died, quietly, without defense — the truth is more devastating than Venn's anger	Bett's hidden grief is public; Venn's aggression is revealed as fear; Arash hesitates visibly between his father and Bett	YES
s_ch13_03	chapter_13	3	The evening naming dissolves into communal chaos	Fasa's attempts at ritual form; the accumulated grief and anger of twelve days	The naming breaks down entirely — families shout, accuse, weep; the ritual container fails	The communal order shatters; Gitta sits in the corner with shaking hands, her secret now unbearable	NO
s_ch14_01	chapter_14	1	Gitta asks to speak at the naming and confesses Fen's true origins	Sixteen years of secrecy; the weight of the truth; Fen's presence in the room	Gitta tells everything without asking forgiveness — the dead family, the infant, the lie, the name she gave him	Fen's identity is unmade; the Tesh family composition is revealed as a lie; all families reconsider their own declarations	YES
s_ch14_02	chapter_14	2	Fen processes the revelation; hours later returns to sit beside Gitta	Fen's devastation; the shock of learning your identity is constructed	Fen sits next to Gitta without speaking or touching — choosing her through presence rather than words	The novel's clearest image of chosen family; Jin watches and feels the architecture of his own lie tremble	NO
s_ch15_01	chapter_15	1	Fasa traces the manifestation pattern: each connection flows from absence to presence	The complexity of multiple connections; her desire for a coherent theory	The pattern snaps into focus: children fill gaps left by loss — dead children, abandoned spouses, hidden origins	The kinship map is reframed as a map of grief rather than genealogy	NO
s_ch15_02	chapter_15	2	Fasa shares her understanding with Olet; he says the losses themselves must be named	Fasa's reluctance to demand more emotional exposure from already-raw families	Olet is immovable: the naming requires wounds to be opened, not just connections to be noted	Fasa's faith in the naming is tested by its human cost; she admits fear for the first time	YES
s_ch16_01	chapter_16	1	Jin tells Suna the truth about his wife; Suna recognizes her own parallel lie	Jin's shame; the difficulty of confession; Suna's defenses	Both parents recognize they have been lying to their children about the same kind of loss — the intimacy of shared shame	Jin's isolation fully breaks; Suna decides to tell the truth in the naming; the stars are visible for the first time — the rain has stopped	YES
s_ch17_01	chapter_17	1	News arrives via radio: the road will be passable within two days	The sudden possibility of departure; the custodians' insistence on completing the naming first	The timeline collapses — what felt indefinite is now urgent	The families must decide immediately what they believe and what they are willing to declare	NO
s_ch17_02	chapter_17	2	Each family argues its position on the final naming in a heated communal debate	Disagreement between families: Bram for refusal, Venn for quick compliance, Suna for honesty	Hala's argument shifts the room: the connections are real whether or not the theory is right	The original declarations are acknowledged as insufficient even by those who distrust the custodians	YES
s_ch17_03	chapter_17	3	Leni writes her journal entry; each family prepares privately for the next day	The weight of what is coming; individual family reckonings	Leni crystallizes the chapter: they are going to do it, and this time it will cost something	Private preparations begin: Jin must tell Melie, Arash must decide, each family faces its unspoken truth	NO
s_ch18_01	chapter_18	1	The final naming: each family declares truthfully for the first time	The accumulated weight of three weeks; every secret and connection pressing for expression	Each declaration is different from the first: absent husbands named, dead children named, stolen origins told, chosen bonds declared	The true kinship map is produced — not a genealogy but an honest account of loss, choice, and connection	YES
s_ch18_02	chapter_18	2	The families prepare to leave and descend the road	The difficulty of departure with relationships reconfigured; who walks with whom	Some families leave together, some apart, some diminished — the map reshapes who belongs with whom	The novel ends with the road, the receding water, and the children walking ahead of the adults	NO
