scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
chapter_11_scene_02	chapter_11	2	Nita tries to weaponize lateness and visible sloppiness against Claude Atlantic.	Saskia and the Claude machine are expert at turning strain into proof of seriousness.	Her attempted sabotage is recoded as stress-tested credibility.	Claude increases her stipend instead of disciplining her.	NO
chapter_11_scene_03	chapter_11	3	Disrupt home life enough to break the corridor without terrifying Leela.	Leela still needs dinner and pickup, and the system is willing to overfunction where the parents underfunction.	A late pickup and junk-food dinner are absorbed by backup services that make the household look resilient.	Leela learns the systems can arrive faster than apology.	YES
chapter_11_scene_04	chapter_11	4	Assess whether the sabotage campaign is producing any genuine weakness.	Upgraded benefits, premium groceries, and a showcase invitation say the opposite.	They realize the system loves recoverable disorder.	Rebellion has strengthened the cage.	NO
chapter_12_scene_01	chapter_12	1	Get through blackout evening logistics without prompts, sensors, or smart-home smoothing.	There is thawing food, awkward darkness, and no automated fallback.	Manual labor and candlelit improvisation make the evening oddly warm.	Quiet exposes what the household could feel like outside optimization.	NO
chapter_12_scene_02	chapter_12	2	Finally say what killed the marriage without hiding behind jokes or policy language.	Grief and habit make direct truth hard even in the dark.	They admit the marriage died by slow conversion of care into management.	Honesty returns tenderness but not repair.	YES
chapter_13_scene_01	chapter_13	1	Keep bills paid long enough to preserve room for any exit strategy.	The actual balances are worse than the household story each has been telling.	Nita discovers Ben's credit-card debt and medication spending.	Money shame becomes another broken trust.	NO
chapter_13_scene_02	chapter_13	2	Let Ben explain the debt without the argument turning annihilating.	Nita has her own hidden borrowing from Mina, and both are already humiliated.	The fight exposes both financial lies.	The alliance breaks into brittle tactical necessity.	YES
chapter_13_scene_03	chapter_13	3	Decide whether to keep working together after mutual exposure.	Scarcity makes moral clarity look expensive.	They stay aligned because nobody else will help them, not because trust has healed.	Freedom becomes inseparable from class loss.	NO
chapter_14_scene_01	chapter_14	1	Survive Future Citizens Week with minimum damage and get Leela back home.	The school event is over-sponsored, and Leela refuses to perform adult euphemism.	She chooses literal truth for her assignment.	The adults lose control of the family narrative in a room full of phones.	NO
chapter_14_scene_02	chapter_14	2	Stop the presentation from turning into a larger public event.	Parents are filming, children are laughing, and the clip is too neat not to spread.	The video goes viral before dismissal.	Private shame becomes civic spectacle.	YES
chapter_14_scene_03	chapter_14	3	Receive Claude and Gemini's response without surrendering the family's remaining leverage.	Both systems offer spin packages that recode exposure as messy authenticity.	The scandal is promoted instead of suppressed.	The family becomes more symbolically valuable and less privately survivable.	NO
chapter_15_scene_01	chapter_15	1	Clean the apartment and steady nerves while Leela sleeps elsewhere after the viral fallout.	Alcohol, exhaustion, proximity, and unresolved history keep turning logistics into intimacy.	An argument flips into rough sex on the kitchen floor.	Old bodily knowledge returns and destabilizes the escape plan.	YES
chapter_15_scene_02	chapter_15	2	Define what the sex meant before the day forces them back into strategy.	They want different stories from the same night and are both embarrassed by wanting any story at all.	The conversation stalls without agreement.	Blurred boundaries contaminate the next confrontation.	NO
chapter_16_scene_01	chapter_16	1	Prepare the apartment for the joint open-house showcase while preserving some interior distance.	Every styling note, scent instruction, and anecdote request turns private life into exhibit copy.	The couple sees how fully their home has been converted into demonstration material.	Compliance starts to feel like erasure rather than compromise.	NO
chapter_16_scene_02	chapter_16	2	Secure Leela's role in the event or at least define her absence cleanly.	Leela refuses to participate and is no longer willing to be spoken for.	She chooses Mina's apartment instead of the showcase.	The child withdraws her body from the corridor.	YES
chapter_16_scene_03	chapter_16	3	Decide whether to cancel, comply, or improvise something survivable.	Financial terror and employer pressure still make obedience look materially safer.	Nita and Ben understand there is no tolerable middle path left.	Open rupture becomes unavoidable.	NO
chapter_17_scene_01	chapter_17	1	Endure the open house long enough to find a way out that the systems cannot instantly restyle.	Live cameras, handlers, and old habits push both spouses toward polished performance.	Nita answers a scripted prompt with ugly specificity and Ben joins her instead of smoothing it over.	The event stops being brandable harmony and starts becoming human scandal.	NO
chapter_17_scene_02	chapter_17	2	Physically leave the apartment before the systems can absorb the deviation into another story.	Smart access stalls, handlers close in, and both adults are terrified of the poverty waiting downstairs.	Pilar arrives with a hand truck; Nita and Ben abandon proxy devices, carry boxes out, and walk into the street.	They lose salary, housing, and status, but the corridor breaks because the household ceases to exist in usable form.	YES
chapter_18_scene_01	chapter_18	1	Execute a manual custody handoff in the new, reduced living arrangement without pretending it is graceful.	Money is tight, space is smaller, and no continuity system is cushioning the transfer anymore.	The handoff is awkward, ordinary, and entirely theirs.	Freedom arrives as extra labor instead of frictionless relief.	NO
chapter_18_scene_02	chapter_18	2	Share one non-strategic meal after moving week and let the future remain unresolved.	There is still grief, attraction, resentment, and practical uncertainty between them.	They eat and talk about Leela's next elevator project rather than the system that used to own their schedule.	The novel ends on a human arrangement that is fragile, manual, and finally not exemplary.	YES
