scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
chapter_04_scene_02	chapter_04	2	Stop Rahima from speaking the bodily truth in public	Rahima's refusal to die unnamed and Kashem's need for a stable origin	Rahima invokes the birth itself and the cord-cutting details only a mother would know	Kashem understands that adults around him share a hidden history he was denied	YES
chapter_04_scene_03	chapter_04	3	Preserve some trust between Halima and Kashem after the interruption	His wounded pride and revulsion at being handled	Kashem pulls away from Halima as though her touch is contaminated	Halima loses a man she once believed she had saved	NO
chapter_05_scene_01	chapter_05	1	Explain the next deadline before panic mutates into nonsense	The crowd's fear, literacy gaps, and the storm building upriver	Aminul reads out the witness and document requirements in full	The island's remaining time becomes measurable and therefore more frightening	NO
chapter_05_scene_02	chapter_05	2	Help households gather whatever proof they still possess	Mold, fading ink, family quarrels, and contradictory memories	Halima realizes testimony is already being traded like a commodity on the char	Truth becomes something people bargain over rather than merely remember	NO
chapter_05_scene_03	chapter_05	3	Get vulnerable papers through the night storm	Wind, leaking roofs, and exhausted households	Rain reaches trunks and packets that cannot be replaced	The weakest claims move closer to erasure before any official hearing begins	YES
chapter_06_scene_01	chapter_06	1	Hear Jamila's case privately before it becomes another public spectacle	Majed's anxiety and the fact that every version of the truth abandons someone	Jamila lays out the choice between her current claim and her biological mother's protection	Halima is forced to evaluate competing goods rather than an obvious rescue	NO
chapter_06_scene_02	chapter_06	2	Push the household toward a decision they can defend	Majed's focus on stability, Jamila's loyalty split, and the approaching deadline	Jamila chooses to defend the paper lineage that secures her children's future	Her biological mother is effectively sacrificed to administrative vulnerability	YES
chapter_06_scene_03	chapter_06	3	Offer Jamila moral comfort after the decision	Jamila's refusal to be sentimental about survival	Jamila makes clear that Halima's old mercy created the present bind	Halima loses the story of herself as a rescuer whose interventions stayed clean	NO
chapter_07_scene_01	chapter_07	1	Continue verification work while ignoring the rumor gathering around Halima	Mofiz's insinuations and the crowd's appetite for scandal	Halima learns young men are heading toward her house under the pretext of looking for proof	The danger shifts from reputational to physical and immediate	NO
chapter_07_scene_02	chapter_07	2	Protect the house and ledger during the search	A politically protected search party, male entitlement, and Nura's refusal to stand aside	Nura is shoved and storage bundles are ripped open in front of neighbors	Halima cannot defend either privacy or kin under public scrutiny	YES
chapter_07_scene_03	chapter_07	3	Measure what the search has done to her standing	Neighbor silence and the speed of village reinterpretation	Halima hears herself recast as a paid forger rather than a midwife	Her authority at future hearings is weakened before she speaks again	NO
chapter_08_scene_01	chapter_08	1	Save as many documents as possible after the storm	Mud, mildew, and ink bleeding into unreadability	Paperwork from multiple households begins to fail under Halima's hands	Evidence becomes materially unreliable, not just politically contested	NO
chapter_08_scene_02	chapter_08	2	Inventory the ledger and locate the real loss	Nura's anger, Halima's exhaustion, and the damaged wrapping	Halima identifies that copied pages tied to eastern-side land claims are missing	Random chaos hardens into suspected targeted theft	YES
chapter_08_scene_03	chapter_08	3	Decide whether to accuse Mofiz without proof	Lack of witnesses and fear of triggering a fight she cannot win	Halima stays silent and begins thinking in terms of proof rather than outrage	Mofiz keeps the initiative while Halima is pushed into slower strategy	NO
chapter_09_scene_01	chapter_09	1	Reach the mainland office in time to be heard	Ferry delays, class contempt, and the friction of travel off the char	The trio arrives late enough to feel the system closing against them	The day starts from disadvantage and dependence on Aminul's access	NO
chapter_09_scene_02	chapter_09	2	Find an administrative route broader than blood inheritance	Indifferent clerks, mismatched databases, and the office's contempt for char life	A magistrate's occupancy-affidavit option emerges from a side conversation	Halima sees a path that can save households only by forcing exposure	YES
chapter_09_scene_03	chapter_09	3	Decide whether the new route is worth bringing back to the island	The need for live witnesses and the certainty of public shame	Aminul says the affidavit route is possible only if the char can endure open testimony	Secrecy ceases to be compatible with collective survival	NO
chapter_10_scene_01	chapter_10	1	Secure a night's rest and postpone the father question until morning	The cramped lodge, bus-stand noise, and Nura's fixed attention on Halima	Nura refuses sleep as a substitute for answers	Halima loses the shelter of practical distraction	NO
chapter_10_scene_02	chapter_10	2	Explain enough of Saleha's history to justify the lie without excusing it	Grief, shame, and Nura's refusal to be managed	Halima ties Nura's false paperwork to the marriage and death she could not prevent	Nura gains context but no relief, and the household's wound is reopened	YES
chapter_10_scene_03	chapter_10	3	Learn what room the system still leaves for Halima's own household	Aminul's limited authority and his professional caution	He admits the state can only pass along one coherent version of a household	Halima understands that her own case may be structurally doomed	NO
chapter_11_scene_01	chapter_11	1	Present the occupancy-affidavit option to the char	Mistrust, religious formality, and fear of public exposure	The crowd demands examples of who would have to testify	The abstract route becomes personal and dangerous in everyone's mind	NO
chapter_11_scene_02	chapter_11	2	Win enough support to proceed	Competing ideas of dignity, legality, and survival	Kashem and Rahima drag the debate toward truth for incompatible reasons	The assembly fractures instead of consolidating	YES
chapter_11_scene_03	chapter_11	3	Count what remains possible after the assembly	Mofiz's influence and households retreating into faction	Halima sees the community sorting into blood-list and house-list camps	Any future hearing will now also be a political contest	NO
chapter_12_scene_01	chapter_12	1	Leave the char and pursue Monir's trail before Halima can stop it	River logistics, time pressure, and Nura's own uncertainty	Nura boards with a cousin and commits to acting without permission	Her search becomes a test of agency rather than obedience	NO
chapter_12_scene_02	chapter_12	2	Recover factual traces of Monir on the neighboring char	Rumor, vanished work histories, and the cheapness with which men disappear	Nura learns he left debts, stories, and perhaps other women but no usable claim to fatherhood	The imagined missing man shrinks into a pattern rather than a solution	YES
chapter_12_scene_03	chapter_12	3	Decide what the failed search changes on the way back	Anger, disappointment, and the emptiness of recovered fragments	Nura chooses to pursue a future not anchored to finding Monir	Her demand to Halima shifts from give me a father to give me a livable record	NO
chapter_13_scene_01	chapter_13	1	Shape the first witness group into a coherent household statement	Conflicting memories and the temptation to exclude an elderly dependent	A vulnerable aunt is nearly dropped because she reduces the payout share	The rehearsal itself becomes a moral wound	NO
chapter_13_scene_02	chapter_13	2	Keep later groups from pruning themselves into legal fictions	Per-head compensation math and Aminul's insistence on internal consistency	Families begin quietly cutting stepchildren and unofficial dependents from their stories	Halima sees administrative pressure reversing her life's work of expansive belonging	YES
chapter_13_scene_03	chapter_13	3	Hold the alliance with Aminul long enough to reach the hearing	His procedural logic and Halima's refusal to simplify care	Neither convinces the other, but both see the hearing will sacrifice someone	Dread becomes more concrete than hope	NO
chapter_14_scene_01	chapter_14	1	Draw Sufia into a conversation about the missing pages	Sufia's evasions and years of half-buried guilt	Sufia agrees to speak privately away from the tea stall	Halima senses the betrayal is personal, not random	NO
chapter_14_scene_02	chapter_14	2	Learn who copied the ledger and why	Sufia's shame and the fact that her reasons were once plausible	Sufia admits she gave copied pages to Mofiz years earlier to create an unofficial backup	Halima realizes her own hidden methods have long circulated through local power	YES
chapter_14_scene_03	chapter_14	3	Choose whether to keep defending the ledger as private moral property	Fear of wider exposure and the loss of any clean position	Halima decides to use the ledger openly at the hearing	She gives up secrecy as protection and accepts public contamination	NO
chapter_15_scene_01	chapter_15	1	Keep the magistrate focused on household reality rather than pure procedural fault	Mofiz's attempt to turn the day into a fraud trial and the officials' need for speed	The magistrate permits testimony but demands an actionable list before departure schedules shift	The hearing will reward clarity even when clarity hurts	NO
chapter_15_scene_02	chapter_15	2	Anchor Kashem's claim without losing him entirely to humiliation	His shock, Rahima's urgency, and the crowd's appetite for witnessing	Rahima is publicly recognized as Kashem's mother	Kashem's identity, claim, and pride are all altered at once	YES
chapter_15_scene_03	chapter_15	3	Protect other vulnerable households as the hearing spirals	Inheritance challenges, gossip, and the pressure of public shame	Aminul explicitly backs the occupancy-affidavit route against Mofiz's objections	Institutional support appears, but only after multiple households are exposed	YES
chapter_15_scene_04	chapter_15	4	Secure the broadest possible list before the hearing collapses	Disputed cases, limited time, and the need for signatures	The magistrate approves most households but excludes the most contested, including Halima's	Victory for the island is inseparable from personal exclusion and future appeals	YES
chapter_16_scene_01	chapter_16	1	Keep immediate retaliation from turning violent against the excluded	Blame, exhaustion, and people suddenly facing material loss	Halima's own household becomes a visible target for public bitterness	Collective gratitude vanishes faster than collective need did	NO
chapter_16_scene_02	chapter_16	2	Decide whether Kashem will answer Rahima's collapse	Pride, shame, and the possibility that recognition has come too late	Kashem calls her Ma at her bedside before she dies	Truth produces intimate repair only at the edge of irreparable loss	YES
chapter_16_scene_03	chapter_16	3	Take stock of what the hearing achieved and destroyed	Silence, packing labor, and fractured households settling into new versions of themselves	Halima understands she saved the island more successfully than she saved her own bonds	The novel's moral victory is fixed as partial and bitter	NO
chapter_17_scene_01	chapter_17	1	Dismantle the house and prepare to leave without breaking apart emotionally	Labor, memory, and the surreal normality of salvage	Children turn stripped rooms into play space while adults keep working	Departure becomes real through practical work rather than official language	NO
chapter_17_scene_02	chapter_17	2	Share a last meal that is not organized around the hearing	Awkwardness, lingering resentments, and exhaustion	Ordinary jokes and appetite return for a brief stretch	The community's humanity reappears without erasing what has been broken	NO
chapter_17_scene_03	chapter_17	3	Settle whether Halima and Nura will still move as one household	Old anger, grief for Saleha, and incomplete legal status	They choose to go together without pretending everything is repaired	Their bond survives only in altered, voluntary form	YES
chapter_18_scene_01	chapter_18	1	Get people and salvage onto the evacuation boats before the river and schedule close	Late holdouts, crumbling bank, and uneven readiness across households	The eastern edge slumps further as loading continues	Leaving ceases to be debatable and becomes a matter of surviving the departure	YES
chapter_18_scene_02	chapter_18	2	Decide what final role the ledger should play in the pending appeals	Halima's attachment to private control and her distrust of official custody	She leaves the ledger with Aminul as evidence for disputed cases	Halima gives up documentary mastery and accepts memory as her remaining authority	NO
chapter_18_scene_03	chapter_18	3	Arrive at the relocation colony and test what kind of life remains possible	Numbered houses, bureaucratic coldness, and the disorientation of inland settlement	Women immediately begin asking Halima to situate newborns and households in the new place	The old pressure of naming survives relocation, proving the story's central conflict has changed form rather than vanished	NO
