scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
chapter_10_scene_02	chapter_10	2	Bring home enough money to replace what he took from Tiana's future.	Dust, collapsing materials, and bad supervision combine with the weak shoulder.	Delroy goes down hurt and the foreman all but abandons the injured men.	He returns nearly unpaid and less employable than before.	YES
chapter_11_scene_01	chapter_11	1	Win an extension on the apartment before cash runs out.	The landlord hides behind procedure and treats the family as already replaceable.	No extension is offered without extra deposit money Marcia does not have.	Housing pressure becomes immediate instead of abstract.	YES
chapter_11_scene_02	chapter_11	2	Find replacement work through the only rich contact still available.	Elena is grieving and helpful only within limits that do not endanger her own comfort.	The best she can offer is an unstable agency lead.	Marcia gets possibility instead of relief.	NO
chapter_11_scene_03	chapter_11	3	Pull a new source of rent support into the house.	Calling Kerene means admitting the family now needs another paying body more than privacy.	Kerene agrees to come with one suitcase and no illusions.	The apartment's human density and emotional pressure increase.	NO
chapter_11_scene_04	chapter_11	4	Rearrange the room so everybody fits.	Tiana sees her future space being physically claimed by somebody else who also needs it.	The folding cot is set in the corner Tiana had imagined packing from for Gainesville.	Her imagined departure becomes spatially and emotionally displaced.	YES
chapter_12_scene_01	chapter_12	1	Pick up school paperwork and leave before anyone can read humiliation on Micah's face.	Suspension has already marked him, and just walking out with the packet feels like being displayed.	Dre convinces him to cut through a nearby lot on the way home.	Micah's attempt to stay invisible fails before the police even arrive.	NO
chapter_12_scene_02	chapter_12	2	Get home unbooked and unbroken once the police stop starts.	The officers treat matching a description as enough reason to escalate, and Micah's body reads as threat to them.	He is cuffed, struck, and then released with no charge.	Public humiliation, bodily injury, and clinic cost get added to the family's ledger.	YES
chapter_13_scene_01	chapter_13	1	Learn exactly what paperwork is required to fix the college file.	The checklist is expensive, tedious, and unforgiving, offering no place for family improvisation.	Tiana learns she needs old originals Marcia keeps buried.	The path forward exists but runs directly through family history.	NO
chapter_13_scene_02	chapter_13	2	Find the documents inside Marcia's stored papers.	The cedar trunk holds not just forms but buried versions of both parents.	Tiana finds Marcia's nursing-school letter and Delroy's remittance receipts to Devon.	The family story grows more complicated just as Tiana wanted it simplest.	YES
chapter_13_scene_03	chapter_13	3	Decide what to do with the new knowledge before it hardens into a weapon.	Kerene's practical help and Tiana's anger pull in different directions.	Tiana chooses to proceed with the paperwork rather than detonating the discovery immediately.	She accepts adult knowledge without immediate catharsis.	NO
chapter_14_scene_01	chapter_14	1	Keep Claude's debt collection outside the children's hearing.	Claude comes to the door because Delroy has stopped answering, and there is no private room left in the house.	The debt becomes public in front of everyone.	Financial secrecy loses the shelter of walls.	NO
chapter_14_scene_02	chapter_14	2	Force an honest accounting of what Delroy has been sending and to whom.	Marcia and Delroy hold incompatible moral math about Devon, obligation, and the living household.	Delroy leaves after the fight rather than keep defending himself inside it.	The marriage breaks open and household authority scatters.	YES
chapter_15_scene_01	chapter_15	1	Get storm supplies before the weather arrives.	There is little cash left and the stores are already stripped by people who planned earlier.	Delroy returns carrying plywood and batteries instead of excuses.	Practical labor becomes the first temporary bridge back into the family.	NO
chapter_15_scene_02	chapter_15	2	Feed everyone after the power fails.	The room is cramped, hot, and still angry, and the storm is not yet dramatic enough to distract them.	Kerene turns the nearly empty food into a meal that actually gathers people.	Hunger eases long enough for humor and listening to return.	NO
chapter_15_scene_03	chapter_15	3	Board the windows before the rain turns serious.	Micah resents Delroy, and Delroy's shoulder cannot fully back up his instructions.	Father and son fall into a brief workable rhythm with tools and plywood.	Micah regains a usable image of his father for one night.	NO
chapter_15_scene_04	chapter_15	4	Endure the first real surge of the storm together.	The apartment shakes, leaks threaten, and everyone knows truce may be temporary.	The family waits in one lit room and chooses each other's company over further accusation.	The chapter banks tenderness and dread before the flood chapter spends both.	YES
chapter_16_scene_01	chapter_16	1	Save papers, medicine, clothes, and anything else the water can ruin in minutes.	Floodwater comes in from below while the roof gives way from above, leaving no safe center in the room.	Marcia abandons furniture and grabs documents, pills, and a few clothes first.	Her triage choices set the material truth of what survives the storm.	YES
chapter_16_scene_02	chapter_16	2	Get back inside or secure somewhere else to sleep after the storm passes.	The landlord uses the damage and notice to clear the property, and church help comes with exposure and no privacy.	The family is routed to the fellowship hall instead of home.	Homelessness becomes the new baseline, and several key papers are left warped or wet.	YES
chapter_17_scene_01	chapter_17	1	Make a decision about school inside the shelter's chaos.	The fellowship hall offers no privacy, and a photo of Micah in the shelter circulates online.	Micah disappears after the humiliation lands.	Tiana's deadline collides with a family emergency she cannot morally ignore.	YES
chapter_17_scene_02	chapter_17	2	Find Micah before night and before the search becomes another institutional problem.	The neighborhood search turns up only fragments, and time drains while Delroy and Tiana move through old haunts.	Delroy searches beside Tiana instead of commanding from a distance.	Tiana misses the timing window in which college still felt administratively salvageable.	NO
chapter_17_scene_03	chapter_17	3	Decide whether to keep chasing the original college plan after the window slips.	Malik wants Tiana not to disappear into duty again, but the lost hours cannot be recovered.	The original UF move-in window closes.	A whole imagined version of escape is foreclosed for this year.	YES
chapter_18_scene_01	chapter_18	1	Choose a livable next step rather than worship the dead one.	The airport-area apartment is smaller, and Miami Dade Honors feels like compromise even when it is rational.	Marcia signs the lease and Tiana signs the local-college papers.	The future narrows and becomes possible at the same time.	YES
chapter_18_scene_02	chapter_18	2	Test whether the family can inhabit the new room without returning to old lies.	Everyone arrives carrying altered status, shame, and unfinished repair.	The first meal in the new apartment stays quiet, specific, and honest enough to continue.	The family does not win stability; it chooses motion inside precarity.	NO
