scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
scene_14_02	chapter_14	2	Assess what survives after release	Tail surveillance and exhaustion limit movement	Ina remembers uncaptured dead-drop code in Hyejin's hymnbook	A narrow path to exposure remains	NO
scene_15_01	chapter_15	1	Track Mercury Night and warn contacts	Signal spoofing and blackouts block verification	Deepfake confession triggers brief border mobilization	Public panic causes immediate injuries and shortages	YES
scene_15_02	chapter_15	2	Confirm the status of Minjae's sister	Smuggling channels collapse during sweep operations	She is reported missing after neighborhood raids	Minjae's grief turns into blame toward Ina	YES
scene_15_03	chapter_15	3	Control narrative damage after casualties	Planted media packet names Ina as foreign operative	She cannot rebut without exposing archive timing	Her public credibility is shredded	YES
scene_16_01	chapter_16	1	Decide whether to expose full archive	Dohyun's stroke and fear of prison push toward silence	Dohyun admits decades of family-level complicity	Ina chooses truth over household stability	NO
scene_16_02	chapter_16	2	Publish archive with civilian redactions	Council cyber team attempts immediate takedown	Fan networks mirror files across jurisdictions	Ina loses anonymity, income, and legal shelter	YES
scene_17_01	chapter_17	1	Establish archive authenticity in hearing	Prosecutors weaponize Ina's NIS cooperation	Ji-eun testifies and corroborates coercion patterns	Public opinion shifts but Ji-eun is blacklisted	YES
scene_17_02	chapter_17	2	Prevent hearing day from devolving into riot	State and loyalist agitators provoke street violence	Minjae protects a teen protester and is detained	He returns under heavier surveillance	YES
scene_17_03	chapter_17	3	Force institutional consequence instead of PR settlement	Officials push closed-door compromise	Civic panel orders council dissolution and truth commission	Ina is indicted under secrecy law while free pending trial	YES
scene_18_01	chapter_18	1	Launch transparent cultural exchange platform	Donor pullouts and activist mistrust stall operations	Hyejin brokers archive-sharing from former rivals	Coalition forms slowly without triumphant closure	NO
scene_18_02	chapter_18	2	Test whether shared culture can continue without covert control	Weather outage and censorship threats interrupt DMZ livestream	Children complete banned lullaby via delayed relay	Ina and Minjae choose conditional partnership and ongoing labor	YES
