scene_id	chapter_id	scene_order	objective	opposition	turn	consequence_cost	tension_peak
scene_014	chapter_07	2	Keep Paloma clear of the widening investigation.	Injuries in the trauma room and security review of medication use.	Paloma falsifies a pain-med timestamp to protect an injured detainee.	She becomes complicit and vulnerable.	NO
scene_015	chapter_07	3	Hold the crew together after the audit.	Housing threats, lost overtime rumors, and growing suspicion.	Workers start treating any delay as a threat to their own survival.	Marisol sees that sabotage may isolate her from labor as well as management.	YES
scene_016	chapter_08	1	Get detainees through biometric rescan without force.	Guard pressure and rising collective fear.	Naila starts a seated refusal in the aisle.	Processing halts and security posture hardens.	NO
scene_017	chapter_08	2	Prevent the restraint team from charging the car.	Teresa's order to clear the aisle and the guards' impatience.	Marisol stalls long enough for the refusal to spread across bunks.	Her hesitation becomes visible insubordination.	NO
scene_018	chapter_08	3	Keep Gabriel and the weakest passengers from taking the blow.	Batons, cramped space, and panic.	A young mother's wrist breaks and Naila is beaten despite the delay.	Marisol's half-measure injures the people least able to absorb it.	NO
scene_019	chapter_08	4	Salvage any trust after the crackdown.	Blood, screams, and Gabriel's rage.	Gabriel tells her delayed cruelty is still cruelty when the line keeps control.	Marisol understands timing alone will not undo the institution.	YES
scene_020	chapter_09	1	Wait out the storm hold and decide whether to ask Ivo for more.	Exhaustion and their unresolved intimacy.	Old tenderness resurfaces over cafeteria stew and cigarettes.	Emotional entanglement returns to an already dangerous plan.	NO
scene_021	chapter_09	2	Get Ivo to consider a larger role.	His pension cliff and child-support burden.	He admits the route's failure could ruin him and still agrees to hear her out.	Marisol now knows exactly what her sabotage could cost an ally.	YES
scene_022	chapter_10	1	Decode what the recorder and bunk tags actually reveal.	Missing pages and Marisol's limited view of detainee coordination.	Naila explains how medical deferrals make people vanish before transfer.	The scope of the crime widens beyond wrongful destination paperwork.	NO
scene_023	chapter_10	2	Verify the rumor inside company records.	Sealed clinic logs and looming record purge.	Marisol finds sanitation holds matched to municipal labor invoices.	The concession's true profit model becomes legible.	NO
scene_024	chapter_10	3	Get evidence off company systems before it disappears.	Monitored network traffic and chain-of-custody restrictions.	She leaks copied logs through a church archive tied to Paper House.	Future breaches will now read as intentional sabotage.	YES
scene_025	chapter_11	1	Identify a stoppage plan that management cannot quietly spin away.	Too many moving parts and low trust among allies.	Marisol, Paloma, and Ivo isolate the few failures that legally force a public halt.	The conspiracy becomes concrete and therefore fragile.	NO
scene_026	chapter_11	2	Secure Gabriel's participation without promising a private escape.	His refusal to leave others behind and the history between them.	They agree on visibility over rescue: he will organize names if she can force public witness.	Both tie themselves to a collective outcome instead of family exception.	YES
scene_027	chapter_12	1	Trigger a quarantine before quarterly reconciliation locks the files.	Surveillance and the need for perfect timing.	Paloma introduces preserved biohazard samples into the audit path.	The plan becomes irreversible once the sample trail exists.	NO
scene_028	chapter_12	2	Hold the train long enough for outside inspectors to take over.	Teresa's rush to reroute and bury the discrepancy.	Internal security traces the mismatch back toward the trauma room.	Paloma is marked as the likely breach point.	NO
scene_029	chapter_12	3	Keep detainees alive during the rushed transfer.	Heat, broken ventilation, and panicked staff.	An elderly detainee collapses and dies mid-move.	The sabotage gains an irreversible human cost.	NO
scene_030	chapter_12	4	Keep the alliance from shattering after the death.	Grief, blame, and internal interviews.	Gabriel says the dead now belong partly to Marisol's ledger too.	Paloma is suspended and the conspiracy nearly breaks apart.	YES
scene_031	chapter_13	1	Get Gabriel off the line during the blackout.	Track lockdown and identity checks.	Marisol moves him through the sanitation corridor in coveralls to Retiro Sur.	She becomes a fugitive from her own employer.	NO
scene_032	chapter_13	2	Decide whether to stay hidden or go back for the others.	The rusting hideout and the truth neither wants to speak.	Marisol admits she once scrubbed a restraint death scene before investigators arrived, and Gabriel says he has known for years.	Excuse and fantasy die, leaving only responsibility.	YES
scene_033	chapter_14	1	Re-enter the system without immediate arrest.	Management suspicion and reduced credentials.	Teresa lets Marisol back under escort because she wants to make a deal.	Marisol is inside the system again but under tighter control.	NO
scene_034	chapter_14	2	Hear Teresa's bargain and test its price.	Gabriel's life and Teresa's precise family leverage.	Teresa offers inland release for Gabriel in exchange for names and public loyalty.	Private salvation becomes concretely available.	NO
scene_035	chapter_14	3	Decide whether to take the bargain.	Belongings bins waiting for incineration and the memory of unnamed detainees.	Marisol sees children's shoes and labeled hearing aids reduced to inventory.	She chooses public ruin over private pardon.	YES
scene_036	chapter_15	1	Run the humane investor demo while loading hidden failures into it.	Optics management, journalists, ministers, and security sweeps.	Audio bleed, mistranslated menus, and a foul VIP lavatory make the polished show buckle.	Once the performance starts collapsing there is no clean retreat.	YES
scene_037	chapter_16	1	Get every sabotage element into position before the public station stop.	Time, spot checks, and fraying nerves.	Ivo slows the coupling sequence just enough to align cars, witnesses, and stoppage triggers.	He stays exposed in the danger zone too long.	NO
scene_038	chapter_16	2	Turn a staged platform pause into undeniable public witness.	Teresa's live script and officers ready to clear the scene.	Gabriel hijacks the carriage audio while Naila leads detainees in throwing assigned-country tags onto the platform.	Secrecy breaks in front of civilians.	NO
scene_039	chapter_16	3	Force municipal jurisdiction before security can reseal the train.	Locked purge controls and escalating force.	Marisol opens the greywater valve, sending sewage and medical waste into public view.	Security tackles her and Ivo's foot is crushed in the scramble.	NO
scene_040	chapter_16	4	Make the stoppage stick beyond one scandalous minute.	Emergency spin, arrests, and terrified witnesses.	Paloma hands preserved logs to municipal health inspectors as cameras roll.	The conspiracy is exposed and everyone involved pays openly.	YES
scene_041	chapter_17	1	Face the fallout without reducing it to strategy.	Hospital bureaucracy, pain, and guilt.	Ivo refuses heroic framing and demands that workers' coercion be told too.	Marisol's testimony must implicate the system that fed them all.	NO
scene_042	chapter_17	2	Spend time with Gabriel before hearings separate them again.	Provisional release limits and years of damaged language.	Over soup and bakery rolls they speak plainly, and Gabriel chooses to testify instead of vanish.	Their reunion remains partial and legally exposed.	YES
scene_043	chapter_18	1	Decide whether to narrow the deposition into a cleaner, safer story.	Defense counsel, institutional self-protection, and the temptation of selective truth.	Marisol names the exact mechanisms by which she kept the trains clean and later broke them while Gabriel reads salvaged names outside in the first rain.	The line loses its concession, but the wider regime begins adapting around the wound.	YES
